,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12
Fibro_peribronchial,0.09540371706935281,0.0,0.0,0.03924710193894503,0.0,0.21851877089548552,0.20894919274526963,0.0,0.20342849324145615,0.0011172113621797698,0.2003872029226114,0.0,0.032948309824699776
Fibro_perichondrial,0.07313297785499603,0.0,0.0,0.060904326950290355,0.0,0.1935973218749292,0.6082098141992016,0.0,0.028536683595569354,0.021053324179256237,0.0,0.0,0.014565551345757263
ILC,0.3098413362299818,0.04111278355537224,0.03937883508579512,0.04617296340090664,0.05215306265104254,0.06706815900188297,0.08475696041525241,0.006710219839585627,0.05495261438427697,0.0605789519503705,0.06556440688593797,0.12738793407368998,0.044321772525905245
Ionocyte_n_Brush,0.023528873263304433,0.416603282227387,0.0,0.004533550231888946,0.0,0.011255932407164495,0.0,0.1392444090648194,0.2127925461223917,0.002452885473514342,0.0,0.008084271227211379,0.1815042499823181
MAIT,0.4188121568413782,0.033103289532486334,0.025590000295956445,0.02357971587963821,0.03670458532191649,0.035518326822900084,0.06295109115932895,0.002271787472619264,0.044885777298810596,0.039683912926756215,0.05582630016421526,0.18388130987106013,0.037191746412933886
Macro_CHIT1,0.4881188138754242,0.0,0.11088901981207322,0.0,0.01578595575991004,0.0,0.14775413484455854,0.0017549408773335307,0.0,0.0,0.044412649303064926,0.19128448552763563,0.0
Macro_interstitial,0.601378928861033,0.004791647003175215,0.04849298560191846,0.0,0.014372821716819278,0.0,0.09786632747002948,0.0,0.014702725299878676,0.006049977108999867,0.049828364781576075,0.1500912780835297,0.01242494407304014
Macro_AW_CX3CR1,0.21738015651539547,0.08018002506248412,0.17151144739102467,0.0,0.1040066365263593,0.0,0.07210017038569048,0.06991180573279518,0.08632536158999822,0.06561083330319366,0.04832725452004642,0.0572784609034321,0.02736784806958051
Macro_alveolar_metallothioneins,0.24090890503674933,0.0032955599430115534,0.14658212341021598,0.06207062088278606,0.06700127395177552,0.008079235308547195,0.2850717661161724,0.0,0.003086630678550167,0.018995032483061364,0.08680350085682904,0.07810535133230127,0.0
Macro_alv,0.6834064487069689,0.0,0.03993069068225092,0.004443977020461122,0.0,0.0,0.015911147299798544,0.0,0.0006320905782046259,0.0,0.04783395196642637,0.20784169374588946,0.0
Macro_dividing,0.6574702623866489,0.0023576638766628823,0.040391276443006295,0.012152781062195122,0.007255226050872772,0.006794537584798224,0.04449065171401084,0.0,0.008248307596012859,0.0,0.04666257468597822,0.17417671859981398,0.0
Macro_int,0.3188172980167044,0.0,0.1434257615376726,0.0,0.0,0.0,0.36647923052348513,0.0,0.0,0.0,0.06233022442511791,0.10894748549702,0.0
Macro_CCL,0.5147225048907742,0.01692412208541227,0.053137997456851306,0.002466692781227957,0.04876755998146139,0.00024760593566183417,0.0780962543151204,0.0,0.023545170901707796,0.030001028745542568,0.04999899384977585,0.1710484145197362,0.011043654536728002
Mast_cell,0.24230455938361656,0.0,0.0,0.008295364503366634,0.0,0.062095644856590304,0.1809968180561019,0.0,0.12662671003688236,0.0,0.162496977595105,0.12915545014255136,0.0880284754257859
Megakaryocyte,0.21801728390541186,0.10849529422300833,0.02304371793958456,0.05928597514639817,0.028923197744889904,0.1420178516418855,0.0,0.07780635408427396,0.12983323575502215,0.1080402376478829,0.013822390225615874,0.0014158257629996243,0.08929863592302728
Mesothelia,0.0,0.0,0.12747341650650285,0.009530516064582426,0.1888500412652631,0.0,0.3732169540176252,0.055885409299610514,0.0,0.08790013117677485,0.11236598996623987,0.04477754170340115,0.0
Macrophage_intermediate,0.30164596345222433,0.010716649744193115,0.09774629176237333,0.02666082299354511,0.07223477045279442,0.018083263762348485,0.1937752065247078,0.0,0.02839237441913118,0.06438031783333936,0.08059392170676714,0.0994062199067739,0.00636419744180181
Monocyte_CD14,0.5152393603369617,0.0013657954996874114,0.012598666089741806,0.004841794877403775,0.0,0.005625181931656344,0.20756336628808636,0.0,0.010059702455434557,0.0,0.09636805052617622,0.14561161039694506,0.000726471597906793
Monocyte_CD16,0.38224594551949187,0.01305461282931108,0.055224174767960654,0.014132792669193378,0.03160810063599227,0.014459893348483915,0.20751778210080504,0.0,0.028633575919720725,0.025389993867359458,0.09750565339436344,0.11987849235806683,0.010348982589251321
Muscle_airway,0.003150924709731895,0.0006856037339413404,0.0,0.1386158805132409,0.0,0.8516674323005081,0.0,0.0,0.0033267427146683455,0.0004543696565055812,0.0,0.00046851720522522397,0.0016305291661784713
Muscle_pericyte_airway,0.01462008040260159,0.0,0.050229542330176374,0.03565956493471641,0.01054081770348634,0.010764915454520883,0.3819660710421754,0.0,0.0,0.03378066411783554,0.4548886908922884,0.00754965312219903,0.0
Muscle_pericyte_parenchyma,0.7679572193956063,0.0,0.014582129072578299,0.0216638200629975,0.023807340952590707,0.026051384047492725,0.011374244477812077,0.004009637371489372,0.0,0.0308871062437527,0.013540333940664246,0.08612678443501612,0.0
Muscle_perivascular_immune_recruiting,0.05091216932360462,0.0,0.12645821185681355,0.06652629415336572,0.09997132839659566,0.04839041175410896,0.24444305375263273,0.015641394634839958,0.0,0.11872676378922982,0.22234858696042348,0.00658178537838548,0.0
Muscle_smooth_pulmonary,0.004349978700370342,0.0,0.0,0.5252752121558999,0.0,0.4490279440667495,0.01839474594866909,0.0,0.0,0.0,0.0027354052009008825,0.00021671392741024669,0.0
Muscle_smooth_syst_arterial,0.0,0.0,0.008258524338296073,0.6974829827128718,0.012711329798742997,0.24732005050884173,0.0,0.0019138241128163198,0.001795582554388023,0.029326247249395938,0.0,3.8157402992357415e-05,0.0011533013216546285
Myoepithelial,0.01471952977074123,0.0,0.0030759186941027284,0.01751299902711023,0.18071034609030345,0.04590316546712845,0.0,0.31200826292280454,0.016902769825111737,0.4090684783919145,0.0,9.852981078318327e-05,0.0
NAF_endoneurial,0.06621211669362231,0.0,0.0028194822850254753,0.1884481845527367,0.051997974064810534,0.435132159238498,0.009657533904582028,0.0,0.021134525439482132,0.11027334478065688,0.10095326861300301,0.0005629274908526005,0.01280848293673043
NAF_perineurial,0.05039413295381658,0.0,0.0,0.23888743541911064,0.0022935063185862566,0.4627379222043471,0.007263131643047488,0.0,0.010107802586674207,0.03657904985698915,0.18358783604690898,0.0,0.008149182970519673
NK_CD16hi,0.36791990818272985,0.04658463798230093,0.061938269159112554,0.028632036873712643,0.07188724551587404,0.045207533695140883,0.02941336636420005,0.021323588611710652,0.043968280744510875,0.07736303319767895,0.03382671826868784,0.12808906705350506,0.04384631435083553
NKT,0.4062716025553328,0.010084317847204857,0.044010844054952425,0.02507669766019286,0.043775835806788746,0.034470129856495224,0.11762123148609717,0.0,0.020570428011594692,0.04433725060359932,0.0707508932372312,0.17185838618654986,0.011172382693960883
NK_CD11d,0.3100641938661199,0.08923780354000271,0.05998233994149894,0.02330447776507447,0.06824719965890155,0.037716418726856216,0.01779475199473818,0.03459848410619365,0.06914484955925179,0.08041360681788276,0.02569870521889444,0.10431817894561245,0.07947898985897296
NK_CD56bright,0.3003921898982004,0.12415772196185437,0.027030578301494607,0.02065167980490148,0.034899918446022464,0.03083514686671064,0.011056794304775588,0.03733579668611086,0.10835831629947024,0.04958572294837399,0.02496904896899546,0.1109762138456253,0.1197508716674644
Neuroendocrine,0.05620470243314435,0.04676147146452713,0.04276434119995778,0.05121831436339813,0.09889292828287251,0.1616434200124729,0.0,0.1207858843970004,0.10348306754220579,0.2092864510748832,0.022399803618226174,0.039705805818660386,0.046853809792651295
SMG_Basal,0.013982858574582679,0.0,0.0,0.03350908853102636,0.5169434693629156,0.10023953137845773,0.0,0.0,0.30055015312044947,0.0,0.011212913295624157,0.002270913695892515,0.02129107204105148
SMG_Duct,0.0,0.0,0.07306667164283395,0.0035966759516026557,0.733741124242867,0.0020973032965279116,0.0,0.0025308761529261267,0.0,0.18496734871324236,0.0,0.0,0.0
SMG_Mucous,0.001402277723011673,0.05302637678619856,0.02814929515760841,0.0,0.03602338145043355,0.0,0.0,0.8250882198707721,0.0,0.042481327100283565,0.0,0.0,0.013829121911692091
SMG_Serous,0.0,0.0,0.0,0.0,0.02344886538312506,0.0,0.0,0.0014062187256613052,6.913122816839363e-05,0.9748173877780737,0.0,0.0002583968849714678,0.0
Schwann_Myelinating,0.019482657024553336,0.0,0.10438850815654309,0.05967378381761445,0.10254992649283787,0.16455444660552812,0.0,0.19578209508817018,0.0,0.3345473662931902,0.019021216521562922,0.0,0.0
Schwann_nonmyelinating,0.031999823206561445,0.0,0.0,0.1680256720551347,0.017641659993613286,0.43901395699070017,0.06969651958358711,0.017794536335149796,0.0,0.07660525941379037,0.17922257242146297,0.0,0.0
Secretory_Club,0.023029379170374314,0.05942451552019771,0.0,0.03177257317003681,0.043278082522055804,0.0999617568510301,0.0,0.18370324125870321,0.03143848625687574,0.03422296559003183,0.0,0.1108277888375416,0.3823412108231529
Secretory_Goblet,0.0,0.9333590088130216,0.0001305894044416581,0.0,0.011184429522957447,0.000955647885799359,0.0017123663982524318,0.0,0.0,0.0,0.0005972265894595727,0.0,0.0520607313860681
Suprabasal,0.0,0.19443995962175303,0.0,0.0009904505810686335,0.0,0.0,0.0,0.0,0.7332725802388598,0.0,0.0,0.0,0.07129700955831868
T_reg,0.3744919718945739,0.061699067875026936,0.01930431145998745,0.03741220107356849,0.031025109130017794,0.05873969571406845,0.04973120492320557,0.0091187478650314,0.06495200490902715,0.03844715252363302,0.04802816315237967,0.14698962805392535,0.060060741425554766
gdT,0.3448212194204255,0.029974035459254273,0.04420025678712572,0.04402180216098774,0.05614993546245813,0.06699571455013999,0.07247661065696778,0.00549809356394476,0.041104470246918164,0.06239738837258569,0.05905898038233908,0.14079227381378406,0.03250921912306904
