,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10
Ciliated,0.004933275476290834,0.0,3.912687352866025e-05,0.0,0.0025965085701408026,0.0,0.0043892313414325675,0.8921480849612644,0.0010759823444845724,0.09324213343650338,0.0015756569963549603
DC_1,0.08063014593716385,0.16797834502466807,0.3165796115543969,0.020114540553624553,0.0,0.0,0.06720983795207881,0.05532038100477895,0.1596439303241326,0.02905738538041488,0.1034658222687413
DC_2,0.16075553587053404,0.1563603622579607,0.38721871420605825,0.0036254575311554416,0.0,0.0,0.02472338518150652,0.1117827678986293,0.09692096821844677,0.023927739130331735,0.034685069705377165
DC_activated,0.08558819843902356,0.20180805012572417,0.45261565887388916,0.007025821693089643,0.017607471260844748,0.00852434522063306,0.003910410049177752,0.0716754164394795,0.06342831721280678,0.06551564557485337,0.022300665110478336
DC_plasmacytoid,0.11391688136152497,0.1213722045255129,0.30635430266831754,0.059089616830030375,0.05349752753313004,0.029673291973049607,0.04889076978544574,0.08381480738287325,0.05395526091210173,0.08738756156826094,0.04204777545975291
Deuterosomal,0.1044815313623468,0.0,0.0,0.0,0.0,0.0,0.0,0.5390842316927272,0.0,0.35643423694492593,0.0
Dividing_AT2,0.27255009875261804,0.20990451565919124,0.29563375426733773,0.0035179382899523156,0.005529812076196531,0.006753327417671065,0.015795027610129384,0.02414905640945945,0.0,0.1661664695174442,0.0
Dividing_Basal,0.7419992426930541,0.0031804256101520415,0.0,0.0,0.04337051973399831,0.0,0.1545925497635839,0.0,0.0,0.0,0.05685726219921154
Endothelia_Lymphatic,0.000925965210430696,0.010546151868428074,0.10228168606602568,0.009190693406735785,0.07678829019987471,0.057975324891835434,0.00802798342654186,0.0,0.34252662903799475,0.0,0.39173727589213303
Endothelia_vascular_Cap_a,0.0,0.061339164230277195,0.8960165061386955,0.007572891849933463,0.014386489875983701,0.011503563367559505,0.004465525350561001,0.0005804466125999089,0.004135412574389575,0.0,0.0
Endothelia_vascular_Cap_g,0.0,0.0,0.9508329556513255,0.010675004757164094,0.009987879906985386,0.009848982033833355,0.006295775182889617,0.0,0.012359402467801988,0.0,0.0
Endothelia_vascular_arterial_pulmonary,0.0006745709449157347,0.0,0.4444993352595998,0.02457950050806229,0.09440975955444955,0.28378623549153453,0.003063996754766802,0.0,0.14898660148667126,0.0,0.0
Endothelia_vascular_arterial_systemic,0.0014081517950827772,0.0,0.09548833313339156,0.0,0.0735974878450516,0.6241988108461008,0.0,0.0,0.20530721638037322,0.0,0.0
Endothelia_vascular_venous_pulmonary,0.0009672206802893555,0.0027844860033248192,0.2097311231016606,0.04351024883217772,0.08833869417483661,0.0938163882884963,0.024840033116174085,0.0003067528324261487,0.37001186982181256,0.0018415166227682077,0.16385166652603347
Endothelia_vascular_venous_systemic,0.0,0.0,1.2671716310556256e-05,0.021491427080743374,0.02498945815615646,0.00989130597497887,0.02388184541775853,0.0003230784478426761,0.9014200712831223,0.0,0.017990141923087392
Erythrocyte,0.021502656358344488,0.16997211810318777,0.5716250669725231,0.002238788224491143,0.02964877808198144,0.12038312643863855,0.0003379642078271247,0.02690285314077546,0.04041661042833696,0.016972038043893876,0.0
Fibro_adventitial,0.0,0.0,0.0,0.08500209622948104,0.05095648719769876,0.023682234189930183,0.08035861156676727,0.00139833290718317,0.0,0.0,0.7586022379089395
Fibro_alveolar,0.0,0.09294711899450246,0.8948857240865105,0.0,0.001126210568901041,0.0,0.0,0.0,0.0,0.0,0.011040946350086045
Fibro_immune_recruiting,0.0,0.006396758668356523,0.03968929433178402,0.1893234787309008,0.02914591515689307,0.008659095053019723,0.1766687382455157,0.0,0.1352080312874598,0.0,0.4149086885260703
Fibro_myofibroblast,0.0,1.4792227332076461e-05,0.008177599149763052,0.0,0.016071033085453525,0.006619055589767012,0.0,0.0,0.12351446968618564,0.0,0.8456030502614987
Fibro_peribronchial,0.20361048019734707,0.0,0.09504230986525787,0.0,0.21992421878761434,0.03906075706254764,0.0,0.03286267506350703,0.2029841418809487,0.0,0.20651541714277735
Fibro_perichondrial,0.029545313588390416,0.0,0.07351622238621458,0.008419370663582714,0.20163637774015192,0.06283066318391603,0.0,0.014740698069425654,0.0,0.0,0.6093113543683187
ILC,0.057231348716526236,0.13287741128065983,0.31812910528529487,0.06865505419177816,0.07060406499436438,0.04737172959652832,0.06106413245809541,0.04639460112167417,0.06735999268914006,0.04131397076837734,0.08899858889756143
Ionocyte_n_Brush,0.2325358179956348,0.009090223911024441,0.025481463288446977,0.031420320970868186,0.012478210228159566,0.005559462675867223,0.004443546833369896,0.1970263436910659,0.0,0.4819646104055629,0.0
MAIT,0.046145878994754905,0.1896189962036422,0.4250936199780051,0.043983826198228146,0.037336181634252556,0.02392528593050913,0.041296502834255774,0.03841501800283206,0.05653201899967248,0.03241679260788765,0.06523587861596007
Macro_CHIT1,0.0,0.20651395334683542,0.5190122993772182,0.021184168685694803,0.0,0.0,0.04900418704988714,0.0,0.03338165653871718,0.0,0.17090373500164738
Macro_interstitial,0.015444981705318554,0.15638390239396033,0.61668776126878,0.016738028009347223,0.0,0.0,0.02596323275801565,0.013395901086829047,0.04664288356613953,0.003115588364898051,0.10562772084671163
Macro_AW_CX3CR1,0.09928227793504597,0.06683974049476595,0.24901126340558938,0.12331418329010255,0.0,0.0,0.18026386942494604,0.03219129917787388,0.047802472679973125,0.10403657459356186,0.09725831899814139
Macro_alveolar_metallothioneins,0.003519765582942424,0.08595698975955564,0.26129005798110877,0.054610425141723214,0.008369328687728552,0.06675574524806975,0.10762382513482355,0.0,0.08863662615330051,0.0018036492452911,0.3214335870654566
Macro_alv,0.0004447845276404361,0.21638526944140274,0.7006892047567549,0.0035962083083940295,0.0,0.004319480609518266,0.011890325790449168,0.0,0.03792115294229056,0.0,0.024753573623549963
Macro_dividing,0.008734614578759712,0.1809363054953869,0.6724207098235347,0.006916346995691509,0.006450976120308451,0.01241097790824558,0.018637653338753873,0.0,0.04004304612660886,0.001708400831933741,0.05174096878077663
Macro_int,0.0,0.12067641817295864,0.34868600415902834,0.02938411212412942,0.0,0.0,0.022259267378623535,0.0,0.05574461189495809,0.0,0.4232495862703019
Macro_CCL,0.024636973985705413,0.17893690745632335,0.5301123078596656,0.040949206038478625,0.0008283098469133896,0.002313675357654927,0.06103489976474372,0.011869733018423539,0.04879296699990395,0.01570281007764039,0.08482220959454707
Mast_cell,0.12649437411171352,0.13065652590812232,0.24111292835240777,0.0,0.0628908028136666,0.008406851206870847,0.0,0.08831265308728797,0.16310054344199293,0.0,0.17902532107793812
Megakaryocyte,0.13924554106177767,0.00164814612516018,0.23049571951291,0.12412412269454522,0.15111073377936032,0.0626368272307743,0.05082034962194023,0.09593734193954971,0.015835131570246515,0.12814608646373585,0.0
Mesothelia,0.004045748305565733,0.051486588365824745,0.0,0.12157073789350996,0.0,0.012802387173163704,0.2575005249891073,0.0017088629701063123,0.12300652333648283,0.0,0.4278786269662395
Macrophage_intermediate,0.030541751090166405,0.10673766174820681,0.31900363313501245,0.08784639527257872,0.020245038275449576,0.027861730728989488,0.09699241760290007,0.007475885843010724,0.08254218937838943,0.00864628229766632,0.21210701462763007
Monocyte_CD14,0.010604672291737468,0.14900839327598897,0.5189910393439914,9.645251830841518e-05,0.007008181894070239,0.005338214488952738,0.0,0.0010443996344044347,0.09562264778254585,0.0006041040297977655,0.21168189474020277
Monocyte_CD16,0.030089740803844515,0.12545940997645375,0.393813290200257,0.036632395401494544,0.0159529712274338,0.01452598944964215,0.04386666128206064,0.011279814806093833,0.0989831531296258,0.011393851033680326,0.21800272268941373
Muscle_airway,0.003361331641936637,0.0004621976776661258,0.0031811374296715276,0.0,0.8536126160060462,0.13724577818891168,0.0,0.0017607891688124812,0.0,0.0003761498869553512,0.0
Muscle_pericyte_airway,0.0,0.00792126095935166,0.015014067345328253,0.04319328094612101,0.012780216667606054,0.036871615271951964,0.021002317536123166,0.0,0.468227515014697,0.0,0.3949897262588209
Muscle_pericyte_parenchyma,0.0003200487564967104,0.08845311776597085,0.7754182875996427,0.03350264242565395,0.026931411611157155,0.02184123779380554,0.0274400621875877,0.0,0.014179811155819818,0.0,0.01191338070386543
Muscle_perivascular_immune_recruiting,0.0,0.007352144319595302,0.05560834173589323,0.15551089182832675,0.054420554704423516,0.07187803711054196,0.14058502288945707,0.0,0.24066201846976168,0.0,0.2739829889420005
Muscle_smooth_pulmonary,0.0,0.0002456847353051619,0.00432678517084633,0.0,0.44950803253883687,0.5248677857842884,0.0,0.0,0.0034346975470758863,0.0,0.017617014223647493
Muscle_smooth_syst_arterial,0.0019255853223381434,8.817028135999961e-05,0.0,0.030786713075166665,0.2496247252315484,0.7020295289270789,0.014279201669898175,0.001266075492609814,0.0,0.0,0.0
Myoepithelial,0.045476339578477264,0.0004871123092239674,0.01754864930090882,0.5041798624548839,0.05871041028641686,0.02165545527202039,0.30298467075525376,0.009026354364962581,0.0,0.03993114567785247,0.0
NAF_endoneurial,0.021463369220828907,0.0005963124667280974,0.06641943380801038,0.10614801596395373,0.4412600935572923,0.18929109600235922,0.049114306207253426,0.012881804146760852,0.10600181553659543,0.0,0.006823753090217951
NAF_perineurial,0.01016301189763089,0.0,0.0502810205409443,0.033979565674377196,0.4642496848865234,0.23850074230916918,0.0018374762341099794,0.00818522630893741,0.18774603450513028,0.0,0.0050572376431775624
NK_CD16hi,0.04694278182461785,0.13642389388101367,0.38568640699538115,0.09425598084159433,0.0483570912767453,0.029665548353581764,0.09183420904466882,0.046994379901591145,0.03452948768005936,0.05060924505402328,0.03470097514672335
NKT,0.021474931796981657,0.17876771647011125,0.4159982988884992,0.05276837977428579,0.03657918517558906,0.025618784040727247,0.05303727673498396,0.011903890519635417,0.07184094402178025,0.008809856259993767,0.12320073631741263
NK_CD11d,0.07414906735944073,0.11188646862973935,0.327263752030753,0.09900383402351662,0.04065957308705751,0.02423472122598887,0.0906731470908739,0.08530181424162041,0.026150142408204416,0.0980982052765798,0.022579274626225335
NK_CD56bright,0.1136883590048673,0.11689980788084135,0.31133573694994526,0.059045191747350005,0.03271250695870952,0.0212897702644113,0.047551740375367,0.1257892060075881,0.025504576904155123,0.13311757818676628,0.013065525719998534
Neuroendocrine,0.11653900876897227,0.04451771313397398,0.061741166091072754,0.24272577803571554,0.1796576505124765,0.056152246603610755,0.14520131286467505,0.0531367562238272,0.025800011784670746,0.0745283559810051,0.0
SMG_Basal,0.3142354993434841,0.0019021992439815505,0.014469840813234021,0.0,0.11552130030055116,0.035201529953226805,0.48408997315422736,0.021881741946433178,0.012697915244861632,0.0,0.0
SMG_Duct,0.0,0.0,0.0,0.177757732335459,0.018964571938633722,0.004107517103655335,0.7991701786222519,0.0,0.0,0.0,0.0
SMG_Mucous,0.008414367365234546,0.0027530179514173663,0.0010907683191984274,0.17203109944346778,0.0,0.0,0.4185659687214972,0.024473913709818673,0.0,0.369813367022302,0.002857497467063878
SMG_Serous,0.001034913757240552,0.0,0.0,0.9855269914665181,0.012300073281380287,0.0011380214948610594,0.0,0.0,0.0,0.0,0.0
Schwann_Myelinating,0.005530845686647698,0.0,0.024147078295944955,0.4409294931076468,0.20100070074380186,0.07144696650750906,0.2096729707324518,0.008221973847592335,0.028709929565417677,0.010340041512987796,0.0
Schwann_nonmyelinating,0.0,0.0,0.032289825472791266,0.07296053906596697,0.4471055174116059,0.1697072319550299,0.02271155892385118,0.0006573808052187492,0.18765832148942044,0.0,0.06690962487611572
Secretory_Club,0.03822916180107155,0.12419914609478697,0.02533768921181489,0.049441876007857884,0.10832356640874716,0.035291167964857595,0.09025067451460576,0.4279420970215736,0.0,0.10098462097468473,0.0
Secretory_Goblet,0.0,0.0,0.0,0.0,0.006942695081689753,0.0,0.0,0.0484775504613481,0.0012871106485128055,0.9432926438084493,0.0
Suprabasal,0.7368711912193652,0.0,0.0,0.0,0.0,0.0010982599772652755,0.0,0.07204588231053217,0.0,0.1899846664928374,0.0
T_reg,0.06680075644695749,0.1516957989137902,0.38036550687365955,0.04210823492368287,0.06103629997927166,0.03802145107704925,0.03533951152738935,0.061916335508637184,0.048987647335788344,0.062428771005653985,0.051299686408120306
gdT,0.04295403818169894,0.14711624780253504,0.3546703731327495,0.07168051352233139,0.07049534202658608,0.04517183333024195,0.0663647894369829,0.03420506901084562,0.06053881991482403,0.029867157835117526,0.07693581580608698
