,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15,mean_cell_type_factorsfact_16,mean_cell_type_factorsfact_17,mean_cell_type_factorsfact_18,mean_cell_type_factorsfact_19,mean_cell_type_factorsfact_20
CD4_naive_CM,0.2850103166819299,0.010696248353913286,0.0,0.0,0.0,0.06050984017724107,0.01227040324394734,0.06462948306276388,0.05890577879471605,0.008441221112756867,0.1282714180718057,0.09990623582359695,0.0,0.027301377056009348,0.0,0.1957627372197813,0.003317642120520563,0.0,0.01603276914146691,0.0026772611882911047,0.02626726795126002
CD8_EM,0.05889306493251513,0.023425909569465598,0.012549174446622942,0.004250794914070704,0.029302943185200808,0.07686204202221864,0.03513568828149842,0.13163857456817324,0.08586068262946708,0.041396719878844426,0.16658618238815515,0.024019849337573066,0.02489025695860066,0.025169673329262045,0.042084907321981974,0.023941649624841323,0.011314147463480001,0.011476243919943703,0.020099062371464915,0.041624236697343275,0.10947819615927698
CD8_EM_EMRA,0.10742403912054985,0.011226889292033764,0.002760694316629853,0.0,0.019998845498228182,0.10539771998323565,0.015345351825981837,0.1555053043898293,0.11291786963533815,0.010504708405747689,0.21247931741503787,0.02144877973451958,0.016475620085222388,0.018764172347822867,0.005092404658815512,0.03302443634103076,0.006719713361034187,0.004639375357669106,0.013176081453575482,0.005155286628166253,0.12194339014953191
CD8_TRM_EM,0.0474819096872556,0.014404410461923287,0.00612965435258804,0.007911773407897692,0.02365399830699123,0.09005866054959641,0.022539415509343852,0.15354841239190534,0.09839404101241252,0.042497787217505203,0.18945740992640794,0.01532611991477211,0.01938557917395671,0.011393573122566166,0.04667490834662729,0.006711543464024036,0.009023948513859247,0.0075957656807302,0.01617725953824217,0.04434833103759636,0.12728549838379874
CD8_TRM,0.01043084007262182,0.01798795490888538,0.005523517354864116,0.0243306829436715,0.015582302751987133,0.07671447595304383,0.02771186243344448,0.14437584864816583,0.08557727961074439,0.07366184408297509,0.1718952750010508,0.00948186019228494,0.006566014328445767,0.0029314837049631243,0.09005093162156752,0.0,0.009588403544991672,0.003626857240926096,0.016722897202390504,0.08163501560257104,0.12560465280040486
Chondrocyte,0.0,0.03768769589531388,0.0,0.0,0.16389445159442456,0.0,0.10406259330960414,0.01988626640055972,0.0035505796847170256,0.027125792861668527,0.08701550033081557,0.0,0.03075184826634684,0.2666178627303088,0.0,0.0,0.04152935270947872,0.0,0.1524236637854925,0.026941732848108444,0.03851265958316111
Ciliated,0.0,0.00021683152933250148,0.0,0.0,0.0,0.0,0.002553839509460519,0.00010431082360356265,0.0,0.0,0.0,0.001185436402602352,0.008966271040971299,0.002798103701218076,0.11221484336669174,0.00036997982912973675,0.0,0.0022050832610568333,0.0,0.8693496876165073,3.561291942619586e-05
DC_1,0.2429903081592379,0.0,0.0,0.0,0.009893053077840887,0.16252660978851619,0.0,0.07389626009004317,0.07568506009006146,0.04147929912997972,0.1559107980149876,0.05823975267645007,0.026440777435038868,0.005684233420907594,0.019737693034981296,0.005216986583380012,0.0007964712210167548,0.0,0.05462978817324659,0.028746054248951734,0.03812685485536014
DC_2,0.16205819683359343,0.0,0.0,0.0,0.0013419636986841206,0.1842669760380422,0.0,0.10384185443939495,0.07812255860556111,0.09328714637176588,0.16349106315674294,0.024194411646813577,0.0034690616531147783,0.0,0.016883761025076657,0.0,0.0,0.0,0.010137616768884188,0.06405411404129992,0.09485127572102635
DC_activated,0.08388990486846867,0.00184403550502735,0.008933799369054585,0.0,0.0014545368929478838,0.15351239489147128,0.008540728071649472,0.15083809479433663,0.10556318501389365,0.050561264266510544,0.20451504539669732,0.018904017089823186,0.0,0.0,0.04093648511715482,0.0,0.006637786893253859,0.0,0.023955962309970033,0.04217547221236816,0.09773728730737254
DC_plasmacytoid,0.060423386749652266,0.018764889510798678,0.010287444048307112,0.009804147338646119,0.03281260287962733,0.08402678743206154,0.032825621640674076,0.11001781289467659,0.0729036762986574,0.07549242788117616,0.151652043969875,0.025778726978481915,0.024992087781806737,0.01732765248344948,0.05970961074601846,0.007950835435998522,0.013014425213576021,0.018860315783255775,0.030650251316236884,0.0546164416801233,0.08808881193690048
Deuterosomal,0.0,0.0,0.0,0.08176632218332658,0.0,0.0,0.0,0.0,0.0,0.0975543838755866,0.0,0.0,0.0,0.0,0.3195301447422625,0.0,0.010929549738038592,0.0,0.0,0.4902195994607857,0.0
Dividing_AT2,0.0,0.0,0.006933181165432559,0.09788507279083522,0.0,0.03604348835129123,0.0020586203506694836,0.24001613478179057,0.12067731521079313,0.20060848504491718,0.10069070958719445,0.0,0.0,0.0,0.09981328219007908,0.0,0.007600654254994279,0.0,0.009861624938690848,0.017661038629780627,0.0601503927035314
Dividing_Basal,0.0,0.0,0.0,0.0,0.0,0.0,0.041893584679456246,0.0,0.003940650408884193,0.7004032555512912,0.0,0.0,0.1635056304031107,0.0,0.0,0.09025687895725759,0.0,0.0,0.0,0.0,0.0
Endothelia_Lymphatic,0.11749324704963382,0.011624547567061938,0.07440544883822446,0.0,0.008844550286114486,0.0005631327812793589,0.039782978928499524,0.020944330412546855,0.006020449681301843,0.0,0.054959484647786515,0.1699287509584412,0.007179768419256377,0.03193626179538584,0.0,0.31874272513334184,0.026580185209279548,0.02475329658765582,0.042480880781166463,0.0,0.043759960923024144
Endothelia_vascular_Cap_a,0.0,0.004206119136909455,0.0002784123923899007,9.322981592289893e-05,0.001117069122105039,0.016233539604164446,0.005752725819568261,0.19584235057429428,0.06150491586504582,0.0,0.16229438893396927,0.0,0.0010372645030922402,0.0005577470079699915,0.0,0.0,0.0008451704124375518,0.0007784591503337289,0.000596172994820319,7.348948983648947e-05,0.5487889451771403
Endothelia_vascular_Cap_g,0.008566062558348063,0.0019984044508186694,0.0,0.0,0.002182941940248985,0.0,0.0027648662269141684,0.15689551244808517,0.04055999153200275,0.0,0.15646968542294484,0.0007120687854991867,0.0012647895854396647,0.0,0.0,0.0,0.0031825430603530814,0.0011960922068941211,0.0,0.0,0.6242070417824513
Endothelia_vascular_arterial_pulmonary,0.00927497032792762,0.05250924320371005,0.031623997125836904,0.0,0.00783025035386417,0.005230330866372201,0.044854720025671105,0.03826642659946336,0.01212775667110764,5.155939633422497e-05,0.07764079363510895,0.03221872057422681,0.002979227054713562,0.004924818989679063,0.0,0.004624767496862482,0.4177251989733653,0.003207054115736039,0.015133468860377235,0.0,0.23977669572964302
Endothelia_vascular_arterial_systemic,0.0,0.023550020572707143,0.011415527940967491,0.0,0.0023561718182061684,0.0,0.03622626185416288,0.010944220934145299,0.0022559859324242336,0.00021983794231773175,0.009383788339249226,0.0041161234423734636,0.0014128641396399483,0.0,0.0,0.003601883336515749,0.8904128616349223,0.0004986588901690057,0.0,0.00026728737636707835,0.0033385058458321663
Endothelia_vascular_venous_pulmonary,0.004423191047121739,0.048321669763227035,0.04339544974783827,0.005771314214961458,0.029202127166989538,0.01228127772851381,0.05528932821334303,0.03540790415870132,0.014276150048722638,0.0,0.06787381421872635,0.2205990634903508,0.017723424538687818,0.008593443197557971,0.0,0.17918058066128012,0.05877824496454462,0.01886920852047789,0.02327665706659606,0.0006706577729579724,0.15606649347940157
Endothelia_vascular_venous_systemic,0.0,0.01265582180586293,0.0,0.0015519337226940872,0.007478713158154032,0.0,0.016496574202710616,0.0023069592457229562,0.000676694143945564,0.0,0.0037952060912747492,0.8019178077382831,0.010837441760024135,0.020666535456839583,0.0,0.09166975088507931,0.002933861074344864,0.023131769571446602,0.0,0.0,0.0038809311436172446
Erythrocyte,0.03818514162615884,0.0254535465593943,0.07734523351954095,0.0,0.0,0.13624431684701763,0.006323060622645095,0.1824005055261924,0.07801752222206666,0.011776209050302385,0.2223722037427293,0.0,0.0,0.0,0.008802938686262292,0.0,0.06981792375974133,0.0,0.008465174213507646,0.01501542563748147,0.1197807979869594
Fibro_adventitial,0.021037199192011937,0.010838204249548004,0.008005668064930924,0.0034962837433315332,0.023508113740386426,0.0,0.016296806590079826,0.0,0.0,0.0,0.0,0.013864285180180515,0.021433310254229287,0.5158962422489319,0.0,0.29537269047400644,0.0008732516037616192,0.06937794465860145,0.0,0.0,0.0
Fibro_alveolar,0.0,0.0,0.0006095053299334435,0.0,0.0,0.004536659756664504,0.0008245091526474385,0.17878410781809598,0.06775120021257897,0.0,0.5875266415757818,0.0,0.0,0.0,0.0,0.00010193316482145157,0.0,0.0,0.0,0.0,0.1598654429894765
Fibro_immune_recruiting,0.08891479227931119,0.006257469461892545,0.004376675722644884,0.003675560317743032,0.08712731851407948,0.0016890097815297769,0.014188940449230632,0.008529917846281111,0.0025040769368723263,0.0,0.025611642045503938,0.07727743943850121,0.08437299959190223,0.1814220881984228,0.0,0.2181461656301136,0.005394266024928341,0.15678717531215527,0.021071283055496368,0.0,0.012653179393391115
Fibro_myofibroblast,0.0,0.0008962472250084641,0.02706917488847066,0.0025613133657491423,0.010400118677519934,0.0,0.012914667587757856,0.002503941491143962,6.04742804019897e-05,0.0,0.006721551343107514,0.0,0.019282044692521528,0.08788631772218837,0.0,0.7800042410322882,0.0017170333403463778,0.04015318053415284,0.0044606991759288195,0.0,0.00336899464341446
Fibro_peribronchial,0.05517982204962601,0.0,0.11498865207351683,0.0,0.0,0.0020015756086615624,0.1257778625100277,0.014531783936567634,0.0008770977188338851,0.14625663521991883,0.08412214483135114,0.11764082733472073,0.0,0.07563444167274436,0.0,0.14060334269496574,0.020333485415487157,0.0,0.05992129699517256,0.02380546578055507,0.018325566157850793
Fibro_perichondrial,0.0,0.0,0.0,0.0,0.0,0.0,0.060214282765591515,0.014243489658649376,0.0,0.01996595968092921,0.04431781431218807,0.0,0.0,0.5664977792303625,0.0,0.0,0.18873600076474917,0.0,0.1016718162795713,0.001573350876972027,0.002779506430986862
ILC,0.06706562776322823,0.029616556717953383,0.01666080944362619,0.0030185639190527694,0.03937888325898665,0.07232935634304671,0.04301373514902376,0.11619264954633363,0.07833042287978742,0.03647077757629465,0.15085148091993086,0.031869754508280515,0.03355956396197493,0.03367678562104897,0.028709913349899033,0.036238195435439505,0.013830617103028036,0.019902807257455107,0.025177849395567255,0.029428838232899733,0.09467681161714282
Ionocyte_n_Brush,0.0,0.004500988539762985,0.0,0.13504506365795393,0.0014650541090422675,0.003596033138260655,0.010289125955200745,0.02374934698043757,0.005450982470803131,0.2045239777695749,0.005012397794235656,0.0,0.0,0.0,0.4019200926256357,0.0,0.006476423523622588,0.0,0.015064816696057219,0.17120930897458092,0.011696387764831735
MAIT,0.07936024943960487,0.015894778227942767,0.0051016453036161185,0.0,0.025766018080886348,0.09510595078368098,0.022303270156084635,0.1496296615275566,0.10690392992627434,0.027843487159849564,0.19775172757329015,0.022830535609531407,0.021851574705594998,0.0192218674692002,0.021908323169657924,0.018805769599169426,0.009231829301614168,0.005666022014628816,0.017132325785406917,0.023316289781297222,0.1143747443851126
Macro_CHIT1,0.1831775432120705,0.0006029931868950374,0.0,0.0,0.00591158549918403,0.6329174639834598,0.0,0.06102496866514087,0.03243193974265682,0.0,0.056910835053101246,0.0,0.004223272861421598,0.0109448964711274,0.0,0.0,0.0,0.0,0.0009611914310236715,0.0,0.010893309893918748
Macro_interstitial,0.14739688371319823,0.0,0.0,0.0,0.006249657919942524,0.3132285709531194,0.0,0.1308918577929272,0.056348676736887725,0.00550522431823763,0.13896879265983675,0.0026218655904255077,0.0032356006525693422,0.01617445197188454,0.002187127861442802,0.007452507546558693,0.0007273799137528805,0.0,0.0019385836307771597,0.005880018458008826,0.1611928002804309
Macro_AW_CX3CR1,0.11185444622035054,0.0,0.0,0.04570735876330506,0.03928744664426984,0.10713124460469463,0.0,0.07085933933418545,0.03127959786091593,0.057008307829757306,0.0870167208285778,0.011193599338712272,0.06847171429562374,0.015032705261008705,0.055156523535458656,0.023830949627823627,0.0,0.1045984042292211,0.08040309477539395,0.017539037035288432,0.07362950981541305
Macro_alveolar_metallothioneins,0.2457931507390343,0.035550270921388946,0.018818141674489492,0.0,0.014908674785370609,0.1445467725032554,0.005463229656975921,0.06863758845994275,0.030416871223924658,0.0,0.07090007439271022,0.017645683432903552,0.03524375115932904,0.07062490452966348,0.0013709409543350996,0.10433062751350235,0.0,0.04984076085477774,0.013958983847804262,0.0,0.07194957335059236
Macro_alv,0.0,2.5966464556568322e-05,0.0013914809455259764,0.0,0.0,0.809120155875928,0.0009249149351530057,0.06475888474808149,0.03366817807431368,0.0,0.05087692418836842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03923349476807288
Macro_dividing,0.01611594203280791,0.0021881970699604986,0.004702192001703535,0.0,0.001062074490893707,0.6572755489824175,0.0026893140316322124,0.09861410272073677,0.036380092535033035,0.0014289479621549723,0.0820918036726782,0.0,0.003586594346503895,0.0,0.0007084071513121413,0.011090560630628663,0.0002800457630746053,0.001831644529376695,0.010135673519829365,0.0,0.06981885855925633
Macro_int,0.3809387084174428,0.0,0.0,0.0,0.0,0.17229307429903842,0.0,0.07502787516228489,0.03308923863099842,0.0,0.10286203152129021,0.0014800703132007626,0.0,0.11980149215930044,0.0,0.047330799079529494,0.0,0.006553983608608074,0.0013941355657518524,0.0,0.05922859124255452
Macro_CCL,0.11853423864413673,0.001492170730272767,0.0,0.0,0.01843245609309569,0.25548586323654,0.0010644394322912498,0.13362815243596451,0.07598364283369742,0.0110218454381993,0.1542183888656884,0.006403999250776067,0.023954630093308803,0.012388571555294275,0.008992036564991403,0.012292982465687623,0.006042929608009679,0.007608131024331472,0.011684059724421615,0.005700652576036986,0.13507080942725594
Mast_cell,0.20640692762051313,0.0,0.041686670159815566,0.0,0.0,0.0534105783271545,0.0361377384302335,0.06671898953764954,0.07420879571368809,0.0810688183812905,0.17134557871790773,0.06632110059512446,0.0,0.0,0.0,0.10863109712414241,0.0008759951541355925,0.0,0.005787878837765753,0.05718086919454019,0.0302189622060389
Megakaryocyte,0.0,0.05635345864723802,0.0,0.06130921298153903,0.07730909268542811,0.005052373011085451,0.11029990179099435,0.07169717102676498,0.0045277884912681655,0.09970052693629564,0.1322683786563292,0.013487233881748223,0.02068299270656877,0.0,0.08561410842282761,0.0,0.030350109789496288,0.02650065200391634,0.04858449543703998,0.06726063106135084,0.0890018724701091
Mesothelia,0.39037414375840807,0.005763712178258921,0.009265876260716076,0.0280877835758408,0.06392159499634188,0.0,0.0,0.0,0.014721445238613948,0.0,0.0,0.04451919596169797,0.12036316628668409,0.17450098078273918,0.0,0.10481234413489143,0.0,0.02893151127555832,0.014738245550249156,0.0,0.0
Macrophage_intermediate,0.17040983190131878,0.019628319526085184,0.0,0.0,0.03946440309141459,0.14005918227871933,0.011365586305019118,0.08629954765978114,0.048573727228832186,0.01536423691492952,0.11401697074396547,0.024876016780724042,0.03971307431088832,0.06182680824409284,0.0068581772294470005,0.06524013659946779,0.005836395186461095,0.034963948623612164,0.02468121783426522,0.0033855029451330602,0.0874369165958431
Monocyte_CD14,0.18999240432668585,0.004717531962270476,0.0,0.0,0.0,0.11589495166266955,0.005536271477368421,0.12628713022897836,0.07119844987374001,0.0035058405458236893,0.16785113018660516,0.02372069881933523,0.0,0.03214609769498007,0.0006288248588770578,0.07134700167288033,0.0055479182181137265,0.0,0.007828237697752006,0.0,0.17379751077392006
Monocyte_CD16,0.17320004810294673,0.011328314240701005,0.0,0.0,0.01823340284683409,0.11113057053178885,0.010013474662133452,0.10810721344164459,0.0613184415954381,0.015034171445061723,0.14277103821797446,0.030022036590205685,0.01570054331251652,0.047642805482786175,0.007950968818711891,0.08458568973309492,0.007005579327073891,0.009112630163165204,0.016287214163900936,0.005830168172088804,0.12472568915193295
Muscle_airway,0.0,0.103946540467592,0.19929067025584385,0.0,0.0,0.0,0.6740333847059115,0.0014056946645372495,0.00038416240452389513,0.00048567050672317476,0.002380873171804736,0.0,0.0,0.0,0.000932950050195554,0.0,0.015925421298104443,0.0,0.0,0.00042839675649905757,0.0007862357182642799
Muscle_pericyte_airway,0.20219087316864806,0.03298878089050693,0.0,0.0,0.022412468433155943,0.0,0.006450877516980911,0.005509054615292201,0.0,0.0,0.005729324091879573,0.2979513535502458,0.0,0.15969510815258567,0.0,0.23078538153422978,0.0,0.015856774609888186,0.013555660181611248,0.0,0.006874343254975478
Muscle_pericyte_parenchyma,0.0,0.0060514118897102166,0.01484090122928178,0.001988454819706793,0.01580419643082048,0.009980730270409592,0.011578076018728319,0.19820929669561996,0.06583743186628116,0.0,0.25514069723725713,0.0022648362528060544,0.013659280988404632,0.002570396031519632,0.0,0.008734748362540954,0.006049862325491316,0.011295127682755222,0.00716939282357697,0.0,0.36882515907508984
Muscle_perivascular_immune_recruiting,0.0973994740022674,0.050656612374251786,0.012782009470507795,0.010109467961000805,0.08469435762518294,0.0021663541425605754,0.034812440208100565,0.01496054294109582,0.0034905488879395613,0.0,0.019362016108749124,0.13978990952779077,0.0748393243438776,0.08419830749806019,0.0,0.17974431634000887,0.02695524243042744,0.0954824637333397,0.03418933691326071,0.0,0.03436727549157828
Muscle_smooth_pulmonary,0.0,0.19724245058787643,0.5364754930401936,0.0,0.0018632616134012486,0.0,0.2499864660720998,0.0013628681178008242,0.0004845028987576059,0.0,0.0024410586822489035,0.0,0.0004897511816100724,0.0,0.0,0.006420747487906587,0.0,0.00172492337057759,0.0,0.0,0.0015084769475274327
Muscle_smooth_syst_arterial,0.0,0.5401408506395137,0.20702490712544006,0.0014718890853257414,0.015129608861919034,0.0,0.19775558893825562,0.0,0.0,0.0,0.0,0.00048207160408080495,0.005404920048488712,0.0014687506670378306,0.0,0.0,0.02275915473757622,0.007677398353648745,0.0006848599387137129,0.0,0.0
Myoepithelial,0.0,0.021632501600297463,0.0,0.29255871616573437,0.37467018438481164,0.0003720084829245424,0.04275636656625494,0.0038452538429997007,0.0011064144763493755,0.014517386130803498,0.007834105919392745,0.0,0.17112253064337066,0.0,0.0,0.0,0.008363896584874995,0.02374241456176607,0.02510378946892454,0.0,0.012374431171495597
NAF_endoneurial,0.0,0.07966673006998104,0.03606153655955921,0.0,0.03532535441612189,0.0008710748030938116,0.1613461261360099,0.0067073066088662,0.00404029623323389,0.009988410665536256,0.02563551709999201,0.014965207540134137,0.016713196435599185,0.029083167455076133,0.0,0.0,0.03126044202478492,0.007311764577140177,0.520047586660355,0.004801861323345815,0.016174421391170438
NAF_perineurial,0.0,0.06282321701248525,0.11711172246036285,0.0,0.0,0.0,0.16138829713450617,0.007464107108912817,0.001413717380503077,0.004883625284291781,0.015862357728389953,0.04923087724798888,0.0,0.038857237346334825,0.0,0.0,0.05978105974335833,0.0,0.4640250591364411,0.003120694340450344,0.014038028075974778
NK_CD16hi,0.02813120066244826,0.017362004304153383,0.011176616913761728,0.01406172856932107,0.049702096614885734,0.07904376249387,0.028765617005445464,0.14339320986163684,0.08123840120026256,0.029789350577854156,0.1548887062837354,0.015430067905517642,0.048624826309790085,0.013574004528452815,0.03254145123905997,0.011153282050954873,0.01109621871683904,0.04191900331194821,0.01835779511754008,0.029544991339954734,0.14020566499256795
NKT,0.1035918815229621,0.01621497932652619,0.007556056606684135,0.0,0.028778179669412454,0.09035427091932881,0.021467201824666618,0.14089281641761492,0.0973109319581505,0.011638035230630539,0.18210776189633265,0.02681830165004617,0.02578282023691463,0.029849769047827508,0.006595499114722135,0.05065871976334419,0.007840867159222366,0.014547194355392474,0.014761563028982107,0.006768206208169112,0.11646494406307026
NK_CD11d,0.014590784110122759,0.015885316671209102,0.007431532854472799,0.025086639649910914,0.05458755486138889,0.06942063996794105,0.02561562877398895,0.12893012411511381,0.0702286841954775,0.05014113129593804,0.13795123821879157,0.012908418802483902,0.04917264862937768,0.01044626228624645,0.06574602123314821,0.0074427622531482345,0.009617802636213896,0.0454126895664589,0.017402077874382787,0.056948208567219834,0.12503383343696467
NK_CD56bright,0.019160932491897976,0.01552210044009625,0.003442762772332752,0.027184695345942585,0.03407515253562876,0.07040414323338913,0.021580115195066342,0.1258956530121796,0.07522062039828073,0.07954861223387256,0.1435133032617293,0.012729768844752241,0.024683092838817006,0.007550266664745737,0.09236521333718735,0.0010568347459006338,0.009190042603145366,0.01910167598962779,0.0178069319089938,0.08670679560976594,0.11326128653664828
Neuroendocrine,0.0,0.047681803813847075,0.002596857707427439,0.09367386920150375,0.15337366151443615,0.01277862020348664,0.11562955232694107,0.018392780722897652,0.03149239390228775,0.07919364366174798,0.04393508065238008,0.013228199852295003,0.07652180901303006,0.0,0.038548061887687946,0.0,0.02156334492817885,0.04497653206243395,0.15939383146941488,0.03471346209573457,0.012306494984269117
SMG_Basal,0.0,0.03364839370598552,0.0029388627373653897,0.0,0.0,0.0,0.08456907413855963,0.0,0.0025825503799237234,0.26690993332825447,0.020797020293935625,0.020823524473143118,0.45455332697329676,0.0,0.0,0.0,0.023718556497395838,0.0,0.07127511526886135,0.018183642203278637,0.0
SMG_Duct,0.0,0.003706060352035752,0.0,0.0029181764654751443,0.1714465372619599,0.0,0.001954964602927134,0.0,0.0,0.0,0.0,0.0,0.7345148621751019,0.003734220775186591,0.0,0.0,0.0,0.08131246390306239,0.0004127144642511554,0.0,0.0
SMG_Mucous,0.0,0.0,0.0,0.8263713907107048,0.03599267044741955,0.0,0.0,0.0017103223781634476,0.0003452990221907963,0.0,0.0004411149838038207,0.0,0.03698158059786437,0.002598781810630921,0.05129787702526943,0.0,0.0,0.031636317963961824,0.0,0.01229538909533145,0.00032925596465978134
SMG_Serous,0.001100564948094559,0.0005236791881141929,0.0,0.0014731923294554984,0.935108110102872,0.0,0.0007183433749656045,0.000205254306150825,0.0,0.0003996801546504106,0.0,0.0,0.02800822541170746,0.0029998340097340728,0.0,0.0,0.0,0.029463116174255444,0.0,0.0,0.0
Schwann_Myelinating,0.0,0.027158131059066747,0.0,0.10749985529621171,0.1714202845541732,0.000589569986348481,0.05430409756373874,6.767577484365753e-06,0.00036866555247966836,0.0,0.0007973878673256589,0.0,0.055628575574203844,0.0,0.0,0.0,0.01354240381526029,0.07823471876701796,0.4731304720393158,0.0,0.01731907034737353
Schwann_nonmyelinating,0.009263355834700095,0.021407953268698564,0.01961989710463887,0.0,0.0018975619349399465,0.0,0.043571543351170965,0.004530030822842715,0.0,0.0,0.003249681879818017,0.0,0.0011929523294108627,0.0,0.0,0.024744252054527398,0.0022176242985147017,0.005438834992861366,0.8621833159604038,0.0,0.0006829961674726942
Secretory_Club,0.0,0.01802516200939327,0.03968220986557338,0.16511255688504378,0.029144185496963692,0.022271031201168065,0.08015207690712858,0.05189641898666762,0.07865387756212897,0.02773048649497062,0.00757312575100016,0.0,0.03812880928978715,0.0,0.052801466455198676,0.0,0.010367808839527043,0.0,0.0450626412101661,0.33339814304528287,0.0
Secretory_Goblet,0.0017975651312939981,0.0,0.0,0.0,0.0,0.0,0.0011282812968465812,0.0,0.0,0.0,0.0,0.0007564552293831877,0.010785907777067689,0.0021784763366148635,0.9323996788217334,0.0,0.0,0.0,0.0,0.05095363540706028,0.0
Suprabasal,0.0,0.001254906611987851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7335273849136108,0.0,0.0,0.0,0.0,0.19514271470214284,0.0,0.0,0.0,0.0,0.07007499377225856,0.0
T_reg,0.049947944528330276,0.022580238168883448,0.015297582412674154,0.004878853532036917,0.02460034918838074,0.08171278552214756,0.036799566676174164,0.1377380796482533,0.09023998801700023,0.04278301462972235,0.17561098876171286,0.022118903342334417,0.01915525634936345,0.020216547233489177,0.042010872708691575,0.016802817960421223,0.011970605546810969,0.006962961353634568,0.02093740436429375,0.03939094155626139,0.11824429849938353
