,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15,mean_cell_type_factorsfact_16,mean_cell_type_factorsfact_17,mean_cell_type_factorsfact_18,mean_cell_type_factorsfact_19
CD4_naive_CM,0.015024693783633202,0.010811085580328209,0.0,0.02416513501153272,0.0,0.00776216122915998,0.0,0.030043744215705114,0.0,0.2868536202343424,0.0015572655476769157,0.0,0.0,0.012518332807253733,0.060921203397678175,0.09976928134462804,0.12881903135640801,0.05926953518139839,0.19680342403562123,0.06568148627463405
CD8_EM,0.02252636876561557,0.036746589894354566,0.003190215332247228,0.10866308061723931,0.0,0.02341857276781718,0.030100149755127027,0.025867176603948324,0.04216869874783654,0.05907805421335139,0.038477591312594546,0.026769480171165316,0.0113990034821635,0.051624926444607803,0.07827617181904624,0.024359291363802747,0.16961763504446725,0.08749888390406949,0.024986875822112252,0.13523123393843367
CD8_EM_EMRA,0.014137227312221962,0.015381648568773672,0.0,0.11959648527474949,0.0,0.00971356539780489,0.020387449549806116,0.019546253648537282,0.005062037819562313,0.10829198678258525,0.004292433533597515,0.017163150561419822,0.0043963505589616585,0.012932222168336196,0.10660505212564245,0.02169915211984114,0.21482185081518698,0.11412980735066729,0.03318049279428709,0.15866283361801883
CD8_TRM_EM,0.0180293513773593,0.023283079048477325,0.006815799819594755,0.12546478846395812,0.0,0.013420169467465574,0.024090237784950837,0.01143975578385523,0.04644446571804197,0.04708988602641801,0.04084976001211617,0.020947024674180855,0.0074965722847928256,0.052676816621955766,0.09108467977980005,0.015365829769065878,0.19164895751886998,0.09958140910603071,0.007592378120333932,0.1566790386227327
CD8_TRM,0.018616672846329212,0.02827514341993644,0.022419023823958512,0.12371973386410634,0.0,0.015830429445279764,0.01593521113971688,0.0034829774276201792,0.0894092433806836,0.010116621335429607,0.0753637172743533,0.008616735519686645,0.0035277387036724223,0.09114617910900386,0.0772503416485028,0.009633402427205083,0.17334707219760992,0.08642827378360618,0.0,0.1468814826532993
Chondrocyte,0.1979801156121552,0.10143070068932905,0.0,0.0380353887703183,0.0,0.017026169516438344,0.16978982164977707,0.27010864361594233,0.0,0.0,0.024715940824210966,0.033430674179151305,0.0,0.03576938668663749,0.0,0.0,0.08733450501577467,0.0035468480063306973,0.0,0.020831805433934612
Ciliated,0.00010968454350895394,0.0020895534447734473,0.0,0.00018549614150434806,0.023363266775969675,8.058359105123284e-05,0.0,0.0027819827051692816,0.09785506697275052,0.0,0.8624864045718301,0.0073189016044981434,0.002482487211134976,0.0,0.0,0.0012465724378093355,0.0,0.0,0.0,0.0
DC_1,0.04962346383000366,0.0,0.0,0.03477823469526562,0.0,0.0,0.010158850581985552,0.005144429045863729,0.019805990893085924,0.2428436580882896,0.025069691399121977,0.02720489206530695,0.0,0.0493457698936798,0.16359908864370853,0.05654900682086005,0.15663761389097408,0.07620455546100287,0.007621839848366034,0.0754129148424855
DC_2,0.00726986110091941,0.0,0.0,0.09115564513152437,0.0,0.0,0.0010559532791566545,0.0,0.01514915866447649,0.16050145645097522,0.05478878484058488,0.004736971206624096,0.0,0.11327234400417135,0.18311614867656284,0.02421700704299419,0.16253342278633665,0.07787091071277215,0.0,0.10433233610290191
DC_activated,0.02503529105701706,0.010564739677742723,0.0,0.09476272243909753,0.0,0.003947154414992282,0.0018416250567929856,0.0,0.041206079411724196,0.0850788430831128,0.03776675319709571,0.0,0.0,0.060036895710402896,0.1546492147155909,0.01942274363036067,0.20597543855754522,0.10637351449634022,0.0,0.15333898455218486
DC_plasmacytoid,0.033641814902765806,0.03453069743565387,0.008170345200769634,0.08688491261527699,0.0,0.01807208315126534,0.03360631443874648,0.01740741135510635,0.06081860276728384,0.059930915082889,0.04862467997921709,0.027380323758303456,0.01894037882350492,0.09033765429602401,0.08535629940059969,0.025841980821631482,0.15392329323582377,0.07420170083974706,0.009595480811546651,0.11273511108384461
Deuterosomal,0.0010628273879498952,0.0,0.07933531218794825,0.0,0.0,0.0,0.0,0.0,0.29804711458541416,0.0,0.47241533672907865,0.0,0.0,0.14913940910960904,0.0,0.0,0.0,0.0,0.0,0.0
Dividing_AT2,0.013219015972267125,0.0017073849443775086,0.08893670096073786,0.05471853804035988,0.09730347831301589,0.002321176089236233,0.0,0.0,0.0948066047680343,0.0,0.008908171136255222,0.0,0.0,0.16791176376049538,0.033825254716529585,0.0,0.09537468958409523,0.11306129818120271,0.0,0.22790592353339312
Dividing_Basal,0.0008952780611677133,0.008517298575049065,0.0020436806522395453,0.0,0.9399948333879024,0.0005494169941351396,0.0017525584416031705,0.002011762467670716,0.0,0.00017517837424238956,0.0,0.03939267101637961,0.0,0.0,3.326051724797626e-05,0.00043511245239417044,0.0,0.000925064354476113,0.003273884705491915,0.0
Endothelia_Lymphatic,0.04954704427771743,0.05261950316702087,0.0,0.046207655313218805,0.0006246664920944594,0.04048050819629476,0.00894842153733588,0.03406282140673559,0.0,0.123256292264738,0.0,0.007980180437023464,0.02570497414892408,0.0,0.0007549370967965992,0.1795813149984372,0.0580062788777687,0.006339445036497328,0.3436254913538824,0.022260465395514472
Endothelia_vascular_Cap_a,0.0,0.005867012246159544,5.9310916511660015e-05,0.5471060001050387,0.0,0.002366246521247163,0.0013089383674849064,0.0008633616874571098,0.0,0.0,0.0001161492420070305,0.001294444123202722,0.0006235950462011781,0.0,0.01628790162672142,0.0,0.1635112731371777,0.061493246696789836,0.0,0.1991025202840011
Endothelia_vascular_Cap_g,0.0,0.0029606962887709456,0.0,0.6235116628780971,0.00029316183752421356,0.000772119837422058,0.002339418425890779,0.0,0.0,0.00867740465534601,0.0,0.0015138931579769179,0.0010844349572509818,0.0,0.0,0.0006788882916202778,0.15769396227837992,0.04054881932068227,0.0,0.15992553807103838
Endothelia_vascular_arterial_pulmonary,0.264293624877365,0.0361127431064336,0.0,0.32699660557402055,0.00027347526325049,0.1337368901898947,0.006324235637218018,0.0,0.0,0.007829789491908828,0.0,0.0,0.006930499830551702,0.0,0.0052223334882385486,0.06632451595423798,0.09283769969755172,0.015153098151068379,0.0,0.037964488738260437
Endothelia_vascular_arterial_systemic,0.6667882119881701,0.0,0.0,0.07560481152721346,0.0,0.2044596630915813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053147313393035155,0.0,0.0,0.0,0.0
Endothelia_vascular_venous_pulmonary,0.045873351811793424,0.06098085188286774,0.006515234922417017,0.16804579375270795,0.0,0.0655599708490871,0.03125651609119876,0.010355531580273119,0.00046891558204950466,0.00474488520907971,0.0005364285996297425,0.019394375611630765,0.019691313202255777,0.00010473914530094146,0.013018984771314851,0.23711464033212393,0.0718276466384512,0.015171891314409767,0.19197059319840887,0.03736833550499979
Endothelia_vascular_venous_systemic,0.0,0.015192079127609738,0.0013894945909531879,0.003076647921787373,0.0022416289178500103,0.00814855813515901,0.0077738081865750715,0.02543341331861388,0.0,0.0,0.0,0.010867327103803608,0.022539785849548796,0.0,0.0,0.800873146822967,0.0038808295581840803,0.0006384430242848241,0.09524792860369417,0.0026969088389692634
Erythrocyte,0.042759275177411536,0.016436934537008608,0.0,0.1280337176320348,0.0,0.06662302143592343,0.0,0.0,0.00987419542147537,0.0407744982981573,0.01405729797822637,0.0,0.0,0.014981432418208188,0.14596854669195872,0.0026738061822915065,0.23829133654972937,0.0835890791686128,0.0,0.19593685850896203
Fibro_adventitial,0.0,0.01688013562134128,0.00395340733858197,0.0,0.0,0.011281376919142761,0.023521792781147743,0.523871809801024,0.0,0.020471551674521915,0.0,0.021677426719177315,0.06992516926785312,0.0,0.0,0.01371331272021003,0.0,0.0,0.29470401715699984,0.0
Fibro_alveolar,0.0,0.0007393067154144905,0.0,0.15231080877552808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004580764822336386,0.0,0.5913497571237186,0.0683410789711081,0.00018889217562432045,0.18248939141627002
Fibro_immune_recruiting,0.0195954093802306,0.014364846269309948,0.004164467714228171,0.012241287743755833,0.0,0.005314456484253771,0.08785642447971617,0.18594527105088346,0.0,0.08987577092564657,0.0,0.08640535195430585,0.1576651064006145,0.0,0.0017655163296114566,0.07774423353672824,0.025847532039335507,0.0025603112311638246,0.21980643078969794,0.008847583670518357
Fibro_myofibroblast,0.0,0.013707031792925985,0.0038670320116506334,0.003333704329263954,0.0009705526592415643,0.009215148230853476,0.0101931439556207,0.09415500184020867,0.0,0.0,0.0,0.021473291187156598,0.03947320307576842,0.0,0.0,0.0,0.006635377571920273,0.00017310751742641815,0.7942974759359851,0.0025059298919782114
Fibro_peribronchial,0.07776374376655547,0.16107278644300113,0.0,0.018580918055665363,0.0,0.026355618924006168,0.0,0.07586963920007507,0.0,0.04877375934667535,0.011277333357575718,0.0,0.0,0.18196510166119695,0.0027371889573929143,0.12421988361432515,0.08915500416605628,0.0013955096733333778,0.16539852637678454,0.015434986457356421
Fibro_perichondrial,0.2908447287712632,0.053435898718163996,0.0,0.0072065292930352685,0.0,0.0,0.0,0.5665317072344959,0.0,0.0,0.0,0.0,0.0,0.025453591598467634,0.0,0.0,0.043520623392734534,0.0,0.0,0.013006920991839631
ILC,0.028425416801987166,0.04529354930940451,0.002148558689101517,0.09447124950418095,0.0,0.030366208620684603,0.04065171418270447,0.03504679786340867,0.029120408715185037,0.06790242942874929,0.026763613590065724,0.03578018078084329,0.019963389990884223,0.045121156470930374,0.07410648263710293,0.032620827533250234,0.15443890794417414,0.0802791772759909,0.03745696690680237,0.1200429637545495
Ionocyte_n_Brush,0.016467837516605025,0.01105123730751005,0.1303730134058598,0.011470999983205643,0.0,0.0020713211953710515,0.0038911953033482307,0.0,0.39648549146126105,0.0,0.1503762036095146,0.0,0.0,0.24079720525997447,0.003198688596990048,0.0,0.004738116529641069,0.00580044041344589,0.0,0.023278249417273206
MAIT,0.01907835188711416,0.02272506488583638,0.0,0.11243192868301516,0.0,0.014406143781258514,0.026265562777835996,0.0197854422591926,0.02172024249884675,0.07969368639558178,0.021036625035839016,0.022997814897521653,0.00537328203040725,0.03433250100099627,0.09634919722755757,0.02309452257504993,0.20026958806552364,0.10829380580348932,0.01925413531339988,0.15289210488153415
Macro_CHIT1,0.0,0.0,0.0,0.009493327320617905,0.0,0.0004098122902686325,0.005965493283779867,0.010751835101534865,0.0,0.18328688315469321,0.0,0.004209392531163403,0.0,0.0,0.6344903065940397,0.0,0.05725671084430807,0.03250971041672911,0.0,0.06162652846286522
Macro_interstitial,0.0011936646645059094,0.0,0.0,0.15888304141425416,0.0,0.0,0.006228687488813045,0.01630720200093836,0.0019488733600941041,0.14754728732716146,0.005344962212161099,0.0032699809465709137,0.0,0.007196670226413843,0.31390954810637994,0.0024400810009053632,0.13952628132380918,0.056449958484210694,0.007301175997394603,0.13245258544638727
Macro_AW_CX3CR1,0.07011223271352901,0.0,0.04469924258052417,0.07134250949649314,0.0,0.0,0.03980225213264675,0.015639225294035865,0.05637333539091426,0.11195730335653029,0.012578542394241455,0.0710112695194739,0.10450304848809785,0.06712834298815826,0.10815073044050383,0.008836369072165874,0.08770923262940115,0.031650117013098944,0.02579031301213072,0.07271593347805455
Macro_alveolar_metallothioneins,0.010223771084202282,0.007680973115770222,0.0,0.07153055767630163,0.0,0.03852776798899186,0.015496567951993914,0.07299232578820786,0.0016375875472488307,0.2503419258209792,0.0,0.03654022950159831,0.050047758513747743,0.0,0.14735570480588123,0.017442648655369142,0.0724187306569361,0.03096775311725697,0.10606834227343616,0.07072735550207858
Macro_alv,0.0,0.001135544861348489,0.0,0.03781950707977764,0.00010364199414460504,0.0003232058517742225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8102252256532496,0.0,0.05124172065543993,0.03370273628499139,0.0,0.06544841761927409
Macro_dividing,0.00896715717919932,0.003493268463337544,0.0,0.06804909356461326,0.0029280080192780836,0.0030593506594543156,0.001170448767976932,0.0,0.0008754673258374689,0.016070641642757944,0.0,0.003575368894024332,0.0017605948527778038,0.0002757541361971749,0.6595061908935036,0.0,0.08262871164662387,0.03646074614850346,0.011350311536017897,0.09982888626989705
Macro_int,0.0,0.0,0.0,0.05754464175264962,0.0,0.0,0.0,0.12137718872515796,0.0,0.3830347174426479,0.0,0.0,0.006044598899818184,0.0,0.17295738727692417,0.0014996126522446851,0.10334122728997047,0.03318569638070956,0.044985847829881534,0.07602908174999604
Macro_CCL,0.013021012006314212,0.0011521148803463985,0.0,0.1331752737966863,0.0,0.000909813313749288,0.018480014083987917,0.012617012430500117,0.00897646206703627,0.11881679241293705,0.004726720993563413,0.02449986579794964,0.007233507514749319,0.013392434804761348,0.25695731781016196,0.006488305001203345,0.15517585120951427,0.0763973370753981,0.012431497511889024,0.13554866728925197
Mast_cell,0.007102661221593512,0.04607465628354971,0.0,0.02799761563007882,0.0,0.009086738064315876,0.0,0.0,0.0,0.2041527955579408,0.04918553880103117,0.0,0.0,0.10143550799485346,0.054511581692159417,0.06624590793744413,0.17369999058807573,0.07564532814823205,0.11658759080447893,0.06827408727624644
Megakaryocyte,0.05842679394487619,0.10969446485764565,0.05956937981549855,0.09022464236480322,0.0,0.042685067671749316,0.08086726062601934,0.0,0.08559244810402454,0.0,0.05999880723277854,0.025300397459991148,0.027034376508298125,0.12737661065850975,0.004925665164291471,0.013853534970819944,0.13539580925594902,0.004884329014895704,0.0,0.07417041234984943
Mesothelia,0.0106448980124468,0.0,0.028697090591203664,0.0,0.0,0.009476966077285095,0.06424667443567739,0.17797164833335427,0.0,0.3955474445756525,0.0,0.122191343604045,0.027083859170712165,0.0,0.0,0.044343125016091514,0.0,0.014909222347073604,0.10488772783645793,0.0
Macrophage_intermediate,0.024018251727057887,0.010905764662452308,0.0,0.08614452012023799,0.0,0.01579224471082051,0.04015883724461684,0.06379126411750638,0.007041210749088584,0.17204304466576148,0.0021466744401632027,0.041029281868521436,0.03462596135216632,0.01834489928541889,0.14161139806409206,0.02484661399555565,0.11525131325260732,0.049100621426880764,0.06500780306588119,0.08814029525117119
Monocyte_CD14,0.008617707445838242,0.004965019334361777,0.0,0.17226519497358406,0.0,0.0034465378685556687,0.0,0.03364948993839778,8.622591772344716e-05,0.19120795612794284,0.0,0.0,0.0,0.004809973706938044,0.11673320912180288,0.02399172805196882,0.16909324405344742,0.07164825715710513,0.07107433876250883,0.12841111753982518
Monocyte_CD16,0.01666459909475128,0.009447046469822131,0.0,0.12340204004002425,0.0,0.008763129105961099,0.018619013309381427,0.04940016674612795,0.008101210029951036,0.174466499359162,0.00456805670253276,0.01648523179014423,0.00876460629162932,0.01810785918300737,0.11217320349242879,0.03029852501392233,0.14408779272977898,0.06187167341675509,0.08464414187649733,0.11013520534812256
Muscle_airway,0.008793432236806955,0.8316972236536754,0.0,0.0021249341230834048,0.001503874764385997,0.14565891340536213,0.00029170682147327333,0.0,0.0005388917703344089,0.0,0.001337720950566872,0.0,0.0,0.0034118463947505236,0.0,0.0004876244564131893,0.0024960125288064493,0.0004273725083354909,0.0,0.0012304463860057864
Muscle_pericyte_airway,0.007227787383333434,0.005075133358059745,0.0,0.006251107954976355,0.0,0.02717341682122188,0.02372645953518622,0.16626809483385982,0.0,0.2049505289707897,0.0,0.0,0.01570010123150482,0.0,0.0,0.29993912693902636,0.00583676308145571,0.0,0.23193965149438545,0.0059118283962006
Muscle_pericyte_parenchyma,0.007271244880683512,0.014105548047742911,0.001984384272076362,0.37036899019295055,0.00041866422290115377,0.01039625669518938,0.016023786753929556,0.0024936058937146794,0.0,0.0,0.0,0.01400269593859909,0.011217169752796468,0.0,0.010164749009392402,0.002255900531305458,0.2593602981240646,0.06673174011783754,0.009641163188067079,0.2035638023787493
Muscle_perivascular_immune_recruiting,0.04064224355552776,0.03500604831741371,0.011173065144991093,0.036056923190994426,0.0,0.05004375397111363,0.08813164982330104,0.09059902172342676,0.0,0.1013814970187297,0.0,0.07870587010231746,0.09759345998580124,0.0,0.002266105716012872,0.14535062147988853,0.01979655814713495,0.0036060249031564435,0.18418054405671877,0.01546661286347171
Muscle_smooth_pulmonary,0.0,0.44753206299089476,0.0,0.00047738579330410956,0.0,0.5117656583191171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004187582481877336,0.0,0.033245497664928285,0.0027918127498785758
Muscle_smooth_syst_arterial,0.0,0.25959947521214566,0.0017713536954804233,0.0,0.0,0.6819527844898421,0.02774023888184765,0.004288880790635981,0.0,0.0,0.0009573638452163559,0.01233283116547908,0.00885184377827406,0.002161888105695927,0.0,0.0,8.06248918611814e-05,0.0,0.0,0.00026271514352129615
Myoepithelial,0.024968830100977644,0.04225517199971487,0.2957066477113904,0.012589585538410506,0.0,0.014880940793014202,0.38063647363724373,0.0,0.0,0.0,0.0,0.17617649999058163,0.022708902926506264,0.01679304748354376,0.00036990948533851696,0.0,0.007798491471820707,0.0011616056762775396,0.0,0.003953893185180117
NAF_endoneurial,0.5511034561104655,0.190154751297368,0.0,0.011892350807199468,0.0,0.06020145040829088,0.046144392186618914,0.04151129628002547,0.0,0.0,0.004743766995034694,0.023888932632256905,0.004162726240143922,0.014653889317688965,0.0017110839059121682,0.008652078832853025,0.026809133501086872,0.004047964161376789,0.0,0.010322727323678402
NAF_perineurial,0.5323311510077346,0.21256946165908805,0.0,0.009997085922783583,0.0,0.09132390846041233,0.0035543401859559924,0.05538604437951653,0.0,0.0,0.0024968821592145484,0.0,0.0,0.009049614443834248,0.0002999551643809429,0.052452892950711275,0.017649026776707065,0.0008563156138536296,0.0,0.012033321275807191
NK_CD16hi,0.02066519072807526,0.030300724049892768,0.013473218552992473,0.13993262762443823,0.0,0.01794070717153297,0.05055262134169792,0.013893976390122784,0.03248118015163607,0.027818201439108056,0.02719971372755719,0.050743136320733885,0.04210352247337371,0.03746691452155754,0.08040323611444693,0.015708641221311014,0.1576015939735292,0.08264333768763067,0.011957059681777111,0.14711439682858624
NKT,0.015765287248958464,0.02213429450400995,0.0,0.11501402942492243,0.0,0.015778570937432707,0.029354396367589224,0.031024550346588495,0.006543557954610666,0.1047937047310969,0.0058002357430250355,0.02681370157892216,0.014337230067549044,0.014592818185790299,0.09173943889782374,0.02721188094132662,0.18482866917372434,0.098729931948035,0.051250220911228724,0.14428748103736633
NK_CD11d,0.018961422684652885,0.026606690214398168,0.02397553004626851,0.1241066568413991,0.0,0.015000715546020981,0.05522103256900234,0.010433297246406929,0.06539663641054702,0.013687039471837447,0.05282226008788728,0.05155614607367112,0.04547757583173858,0.06270936000531761,0.07021382908340673,0.012885627988844147,0.13963022232338343,0.0711492642256925,0.008575411095941744,0.13159128225358357
NK_CD56bright,0.019282859057983867,0.0220135732157201,0.025104893018251466,0.11147291063283149,0.0,0.013104444232521172,0.034437327275822854,0.007070748170075396,0.09131039237138165,0.01773641494722287,0.07971231850971233,0.027163344099218868,0.019077826451313503,0.09849608418188018,0.07077869275082353,0.012397672038037084,0.1444225334183934,0.07587382277332676,0.002762081570892162,0.1277820612845912
Neuroendocrine,0.16076148914424285,0.11975511998678674,0.09483942098969353,0.011024573189295584,0.0,0.030289360606930243,0.16166526972492715,0.0,0.038859926599745034,0.0,0.029098595616805913,0.08407974743323499,0.045510565342901724,0.1003799892500925,0.013365883567899183,0.012920929590382421,0.04491998604355558,0.03280754871042861,0.0,0.019721594203077904
SMG_Basal,0.07221678151202582,0.08713055456954885,0.0,0.0,0.0,0.022938034234549626,0.0,0.0,0.0,0.0,0.0,0.4646121267295686,0.0,0.30753230181392777,0.0,0.022349387527403987,0.020214237050128116,0.0030065765628473004,0.0,0.0
SMG_Duct,0.0,0.002228408515351854,0.00381776628037214,0.0,0.0,0.002344402069109777,0.16952913337919015,0.0037538613895019405,0.0,0.0,0.0,0.7473806383862402,0.07094578998023388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMG_Mucous,0.0,0.0,0.8252891981934504,0.0002786528313857583,0.0034681930920255023,0.0,0.035878306443561964,0.002335338510044549,0.050061249487715564,0.0,0.013021134380247499,0.03654151230139181,0.030543972070900986,0.0,0.0,0.0,0.0004999156121542478,0.0003142887593806163,0.0,0.001768238317741034
SMG_Serous,0.0,6.320587807017357e-05,0.0013689990050822455,0.0,0.0007661720654484908,0.0,0.9313694975616351,0.002894450170012506,0.0,0.0008139064830353241,0.0,0.02877203573067139,0.03343852560698592,0.0,0.0,0.0,0.0,0.0,0.0002836745056847294,0.00022953299337422393
Schwann_Myelinating,0.46968053070857513,0.06520530622778159,0.11498973435434874,0.01128523660808202,0.0,0.001152878537548769,0.18757120028934524,0.0,0.0,0.0,0.0,0.06478547384881089,0.0805916665702351,0.0,0.001562388684349132,0.0,0.0,0.0,0.0,0.0031755841709234967
Schwann_nonmyelinating,0.8763248273449332,0.05827716777474746,0.0,0.0,0.0,0.0,0.011470244293752397,0.0,0.0,0.0,0.0,0.008958598432668045,0.0018894871308514755,0.0,0.0,0.0,0.0,0.0,0.03941939434894747,0.0036602806740998082
Secretory_Club,0.0464123198792157,0.08669277121922238,0.16115082176546816,0.0,0.0,0.025642297519268522,0.028347126618210476,0.0,0.032355413335385795,0.0,0.3323134656361997,0.04324690120274167,0.0,0.08124496582852521,0.022277817616142014,0.0,0.007389396084862562,0.08029286419680765,0.0,0.0526338390979502
Secretory_Goblet,0.0,0.001018703479941578,0.0008316087918725966,0.0,0.004949494066697788,0.0,0.0,0.0021702913918740913,0.9269484444715124,0.001899964011437088,0.050825555275455556,0.010598946741319282,0.0,0.0,0.0,0.000756991769889593,0.0,0.0,0.0,0.0
Suprabasal,0.0,0.0,0.0,0.0,0.1685581254304155,0.0,0.0,0.0,0.18078030517266225,0.0,0.021342580914710203,0.0,0.0,0.6293189884822121,0.0,0.0,0.0,0.0,0.0,0.0
T_reg,0.02378514951513932,0.03900331210458536,0.0038615022120800755,0.11765143318138879,0.0,0.023764170274172172,0.025346587702292693,0.020652014721204075,0.04241892031004012,0.049980568354542954,0.036174161309969956,0.020894237431290156,0.006888519523831731,0.0527635521683905,0.08335886832284009,0.022477225566309655,0.17910951820092752,0.0921056246270648,0.01802090658406916,0.14174372788986092
gdT,0.02535786966062092,0.0447198206055499,0.00162323877065157,0.10625007207729119,0.0,0.02860801545584852,0.04123255264919243,0.029078381670037002,0.021057279084992577,0.06410637767778639,0.019279307482812993,0.03797575738448553,0.023076847769314086,0.03291868567853657,0.07969721799068898,0.02831661198316086,0.16732590456401247,0.08788573801506853,0.029862999810440896,0.1316273216695086
