,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10
DC_plasmacytoid,0.045166467141875055,0.11016556393944152,0.06957253230376427,0.10852706379219343,0.07059563116727376,0.14162698554402195,0.054977517325580594,0.17071105969090244,0.0818957397669668,0.06445051795783723,0.08231092137014294
Deuterosomal,0.0,0.0,0.0,0.2102591853974662,0.0,0.695513136765214,0.0,0.09422767783731989,0.0,0.0,0.0
Dividing_AT2,0.011947429337931697,0.05819029148327312,0.0209692145330035,0.25158008283941535,0.0,0.0559349643055567,0.0,0.5566530895484207,0.013739134127617096,0.02753111377548354,0.0034546800492982173
Dividing_Basal,0.0,0.0,0.15474034621183413,0.0,0.0194371371741711,0.0,0.05883429914164723,0.7325597901110633,0.03442842736128432,0.0,0.0
Endothelia_Lymphatic,0.06452921341008652,0.06651201664794226,0.005257366795615838,0.0,0.35129240876915435,0.0,0.39213921751437214,0.0013337928917435977,0.07822940731534987,0.03585048610437999,0.004856090551355402
Endothelia_vascular_Cap_a,0.05737692480996457,0.5166306329291189,0.03261461222377709,0.0,0.18608368978128081,0.01853203628533015,0.0,0.024673492314517386,0.1039686020894745,0.007331522441828136,0.052788487124708315
Endothelia_vascular_Cap_g,0.037771383276844775,0.5199400548321151,0.03804974819281068,0.0,0.21158844493021298,0.013948945174333862,0.0,0.022319033563991845,0.06908601607681752,0.023996246618934545,0.06330012733393872
Endothelia_vascular_arterial_pulmonary,0.2410193555282476,0.5523613379900693,0.0008270757901775757,0.0,0.10936726980526922,0.0008398524423141613,0.0,0.0029161066315842262,0.06431622564006419,0.012160427745367066,0.016192348426906714
Endothelia_vascular_arterial_systemic,0.20050274729250578,0.7785817496597801,0.0,0.0,0.020915503047714085,0.0,0.0,0.0,0.0,0.0,0.0
Endothelia_vascular_venous_pulmonary,0.10559648709928579,0.09985511320077403,0.0245279681417534,0.0,0.41829273449785387,0.0040682913988122115,0.18170981009377496,0.003886227981758635,0.09537365263216654,0.016012166866974216,0.05067754808684639
Endothelia_vascular_venous_systemic,0.015414156156930781,0.0064311784840912255,0.018121194019785118,0.0,0.8945034121880405,0.0009309089931642423,0.0025445343482776413,0.0,0.025848312484325047,0.01472514231510957,0.021481161010275803
Erythrocyte,0.3360342680792335,0.29593764133509665,0.004479989290377728,0.04706432047654852,0.08353204153510625,0.07890573112821414,0.0,0.05244148719997991,0.0892082008158124,0.0094588542456311,0.002937465893999667
Fibro_adventitial,0.020266553860750724,0.026023364393705974,0.05422259354705836,0.0,0.0,0.0008911220069057182,0.6930080800408139,0.0,0.04099878184521773,0.09860259962734659,0.0659869046782011
Fibro_alveolar,0.0,0.6754373211990654,0.011826837809193304,0.0,0.20433974814071992,0.009566620755547782,0.02302306762162023,0.039297944616281145,0.03574043231122495,0.0,0.0007680275463472342
Fibro_immune_recruiting,0.00868414565914948,0.034961839728384354,0.1146462074644985,0.0,0.11013862159995695,0.0,0.3583132114335761,0.0,0.025605396872598975,0.2123447069476225,0.1353058702942131
Fibro_myofibroblast,0.005148141206179984,0.0,0.0,0.0,0.13617811346469064,0.0,0.8514402579054103,0.0005829547150460073,0.0066505327086729465,0.0,0.0
Fibro_peribronchial,0.05555448900459493,0.16453990130502485,0.0,0.02863106610376902,0.06794194103685687,0.011691338715626378,0.29142065025602887,0.10201764385171848,0.2703489311372681,0.0,0.00785403858911245
Fibro_perichondrial,0.003350372912202175,0.46451800385428177,0.0,0.0,0.0,0.008705446368658602,0.41617049232190767,0.014999633291356585,0.0919001262463303,0.0,0.000355925005263036
ILC,0.0759576745462639,0.10469804008421996,0.09244404916922633,0.03808167344971962,0.10248408872575548,0.08787815502215675,0.12416322503228976,0.09397056276125078,0.10997341986836374,0.06951466743335125,0.10083444390740243
Ionocyte_n_Brush,0.003518368796695891,0.014478906255994404,0.005197926380641552,0.3935761494335376,0.0,0.28806675980194096,0.0,0.2590347271068139,0.005137574236431871,0.005005760465824769,0.025983827522119092
MAIT,0.053604065827449844,0.12660272649019638,0.09276625949888184,0.04012698871639483,0.11826571745885027,0.10200416336558182,0.12690981442865415,0.10572136061541984,0.08353647450443957,0.057907467058687725,0.09255496203544364
Macro_CHIT1,0.0,0.08011351203412276,0.11975146894255051,0.0,0.0985526778527287,0.0,0.4139369924106939,0.0,0.0,0.26952658188998746,0.018118766869916647
Macro_interstitial,0.0,0.13517961121851924,0.10084535351482223,0.030033499582945253,0.11370746537885738,0.029271129766168563,0.33983001509064686,0.046050719783862354,0.0,0.1592211874767047,0.04586101818747344
Macro_AW_CX3CR1,0.0,0.15060608320532604,0.15287253282598517,0.14039309477616385,0.02790483485274796,0.022642498184278232,0.08244157994552775,0.08068413082948481,0.0,0.25568101221374695,0.0867742331667393
Macro_alveolar_metallothioneins,0.09584549392712552,0.037323983349081526,0.10904477290020571,0.0023857771840838453,0.11447386775424884,0.0,0.36897941070403306,0.0034532347593289486,0.02006810258628474,0.22037997808631712,0.02804537874929069
Macro_alv,0.06045898495696399,0.3274867212362073,0.09407324682622277,0.0,0.15173596530807074,0.007315899664606537,0.1745574726692055,0.022172418728027908,0.04152053755770646,0.09721451943778853,0.02346423361520046
Macro_dividing,0.06413657183896244,0.30421971029688744,0.08878950070994833,0.009638442623710445,0.10504882635225153,0.008243108608704298,0.20505020676590566,0.043127108892015736,0.05784725695344985,0.0922711088854386,0.021628158072725574
Macro_int,0.0,0.02199653582982999,0.0,0.0,0.0834230848537114,0.0,0.6067963615951326,0.0,0.0,0.287784017721326,0.0
Macro_CCL,0.010109310856631746,0.13574200782324825,0.16524486183542256,0.03004269682026629,0.10932639573743383,0.04179771675232716,0.1827792430205881,0.06486738405139707,0.015400393425962187,0.15090692166770542,0.09378306800901738
Mast_cell,0.0346757889879839,0.05054326262816429,0.0,0.05935062647990556,0.15494801554808843,0.10774886114123793,0.32510508475134753,0.1331792094694742,0.13444915099379812,0.0,0.0
Megakaryocyte,0.06843009723765464,0.1176325488415203,0.048755995874618124,0.07024632865422932,0.020875006551183177,0.15742821397332488,0.0,0.17091805897652362,0.16187177000527578,0.05590757501238106,0.1279344048732892
Mesothelia,0.01930969326186586,0.011186536553155576,0.24361837328472363,0.0,0.08524804350544907,0.0,0.35504911650270493,0.0,0.0,0.18784468637636487,0.09774355051573602
Macrophage_intermediate,0.04371319452379531,0.08840496120724153,0.1289103534876008,0.003475482155016299,0.11583115097376503,0.01623377997178599,0.256714233969945,0.04701521102334354,0.03316847456496631,0.16204844232169602,0.10448471580084406
Monocyte_CD14,0.021482336234269348,0.11962362530306064,0.0,0.0,0.22161185064273967,0.011577629616878258,0.5178265298906345,0.02844799857465856,0.027398253754284417,0.04902340798384437,0.0030083679996304098
Monocyte_CD16,0.029294403763219453,0.09225226542888876,0.07426215241313384,0.013967030089481287,0.1649230286377781,0.027070695240162826,0.3586430070708305,0.05034949928191232,0.033013338054626855,0.10515149693568025,0.05107308308428572
Muscle_airway,0.16775450950802048,0.011757578214640794,0.0,0.0,0.0,0.002787111020720071,0.0,0.0034951451925967565,0.814205656064022,0.0,0.0
Muscle_pericyte_airway,0.042964042421086625,0.00874228270222577,0.01622699688763248,0.0,0.43728958695551046,0.0,0.3872739813188839,0.0,0.014611624001689933,0.05463935604316668,0.038252129669804305
Muscle_pericyte_parenchyma,0.08383430533205417,0.2865337158233116,0.10349089753878993,0.0,0.12073944277720797,0.005968892187923562,0.04890102859605627,0.019170366555792104,0.12034435460328026,0.08354286818252822,0.1274741284030559
Muscle_perivascular_immune_recruiting,0.06575647006288969,0.0593808770648701,0.10129755767031591,0.0,0.21813761470843238,0.0,0.24473960044082665,6.948170338537529e-05,0.04818360450834897,0.1412696017223463,0.12116519211858476
Muscle_smooth_pulmonary,0.5303365259262824,0.0,0.0,0.0,0.004460592691502833,0.0,0.01908040882884752,0.0,0.44612247255336723,0.0,0.0
Muscle_smooth_syst_arterial,0.6872514379897424,0.0,0.012864597596575331,0.0,0.0,0.002292069156211934,0.0,0.0013849184275198556,0.25667952336679745,0.010294679468293952,0.02923277399485911
Myoepithelial,0.017514191111922855,0.03390764612373157,0.2505512245461718,0.027204622508157014,0.0,0.01354109285507039,0.0,0.04151170492434017,0.04325491076793645,0.13674504397433107,0.4357695631883386
NAF_endoneurial,0.06801163488789827,0.5988271438096598,0.028066921047949996,0.0,0.005623651909836256,0.00851454696726989,0.016115771937142084,0.00899107690891775,0.20805633791235573,0.0036521022195751375,0.05414081239939516
NAF_perineurial,0.102764424677812,0.5753709871388136,0.0,0.0,0.05421249429740061,0.005613428932055864,0.015432354189816361,0.0031213824819951966,0.23198928961743095,0.0,0.01149563866467534
NK_CD16hi,0.051171603692820235,0.09884267665097049,0.13968544135902208,0.05432887892838829,0.06433310203439258,0.09832139566709099,0.04943308147178738,0.08754140604626448,0.08377025378525822,0.12926758902290428,0.14330457134110086
NKT,0.05599623876158795,0.10645861258853143,0.10410412413575128,0.00033439577485059365,0.14348022837915286,0.03613734387988948,0.2315811596738825,0.048245871473604436,0.07848176222560856,0.09661635959662782,0.09856390351051317
NK_CD11d,0.03678801049433386,0.07584337016286329,0.12122307232855739,0.10793071246184419,0.046547164358629406,0.15245460355809062,0.025808709398268317,0.12031510646441482,0.0620961547525368,0.11742510149306035,0.13356799452740092
NK_CD56bright,0.03254096467879371,0.0762696807260223,0.06836019333718243,0.16465460508299443,0.04489733861758245,0.22209425744358086,0.016050044348217503,0.17981365365153698,0.051210706713451445,0.05971229784010531,0.08439625756053261
Neuroendocrine,0.05338777992165757,0.11945314144356992,0.12567808632414892,0.09547356525806656,0.0028484883398917356,0.0420793837516212,0.0,0.0778730295812197,0.16421289966653987,0.09654795446642953,0.22244567124685508
SMG_Basal,0.026241369967827097,0.10237312672779045,0.49652092921596724,0.0,0.0,0.021689853497541475,0.0,0.2652719171497561,0.08790280344111763,0.0,0.0
SMG_Duct,0.00273537750993216,0.0,0.7089544259332238,0.0,0.0,0.0,0.0023405822087031523,0.0,0.0054328295158020245,0.1032929144365718,0.17724387039576706
SMG_Mucous,0.0,0.0,0.2111236926618422,0.2797695949467015,0.0,0.028864153512341825,0.0,0.010685447328325015,0.0,0.43166754288843934,0.03788956866235015
SMG_Serous,0.0,0.0,0.027396106175642095,0.0013848048249331727,0.000512057255000072,0.0,0.0,0.0,0.0,0.008451591488403307,0.9622554402560214
Schwann_Myelinating,0.0,0.5044194448197284,0.08567629169124177,0.006638020681263538,0.0,0.0049042583403558,0.0,0.0,0.07046978983572237,0.12070335019993461,0.2071888444317533
Schwann_nonmyelinating,0.0,0.8913724528012104,0.004704089328764734,0.0,0.0,0.0,0.027392164002906158,0.0,0.06542463591488075,0.0017586464847596356,0.009348011467478474
Secretory_Club,0.04789591410894983,0.08621539421726164,0.11477470772059448,0.10997250820424478,0.011241035908253733,0.1647067397369613,0.0,0.18891706047468407,0.16580092570681457,0.0,0.11047571392223558
Secretory_Goblet,0.0,0.0,0.0,0.8988754511874156,0.0,0.09666688383457259,0.0,0.0,0.0044576649780117975,0.0,0.0
Suprabasal,7.418533691254918e-05,0.0,0.0,0.15148760303122596,0.0,0.09595895447920043,0.0,0.7524792571526611,0.0,0.0,0.0
T_reg,0.07163008325600721,0.1153623926983609,0.06648196179519822,0.07670316153299474,0.0898588219724194,0.1367737752987687,0.08612191653736467,0.12940199037547828,0.11308856609914758,0.03961162537688647,0.07496570505737389
gdT,0.07835732693583337,0.10980375604168477,0.10569715799779593,0.025392175930056375,0.10012072208160543,0.07186350506396082,0.11672709761152979,0.07776857290137093,0.11911480960653566,0.08268953302431621,0.11246534280531069
